feature,threshold,operator,pass_count,fail_count,winner_ratio_pass_pct,loser_ratio_pass_pct,winner_ratio_fail_pct,loser_ratio_fail_pct,precision,recall,f1,lift,odds_ratio,avg_return_2h_pass,avg_return_2h_fail,avg_return_4h_pass,avg_return_4h_fail,win_rate_pass_pct,expected_return_lift_2h,direction
15m_current_volume_ratio,28.873844,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,29.629382,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,30.38492,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,31.140458,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,31.895996,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,32.651534,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,33.407072,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,34.16261,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,34.918148,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,35.673686,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,36.429224,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,37.184762,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8645,-0.341,3.4887,-1.5345,50.89,4.2055,short
15m_current_volume_ratio,37.9403,lte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,3.8598,0.0,3.4831,0.0,50.84,3.8598,short
15m_previous_body_pct,0.0,gte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,3.8598,0.0,3.4831,0.0,50.84,3.8598,short
15m_previous_body_pct,0.298126,gte,742,155,21.56,20.08,12.26,87.74,0.2156,0.8939,0.3474,1.0806,7.6863,3.9917,3.2285,3.6745,2.5671,51.08,0.7632,short
15m_previous_body_pct,0.596252,gte,604,293,22.68,21.03,14.33,85.67,0.2268,0.7654,0.3499,1.1366,6.4468,4.111,3.342,3.8493,2.7283,51.82,0.7689,short
15m_previous_body_pct,0.894378,gte,488,409,23.57,20.7,15.65,84.35,0.2357,0.6425,0.3448,1.1809,6.1378,4.3682,3.2532,4.1779,2.6542,52.66,1.1149,short
15m_previous_body_pct,1.192504,gte,403,494,25.31,20.35,15.59,84.41,0.2531,0.5698,0.3505,1.2683,6.7365,4.6453,3.219,4.493,2.6593,54.09,1.4262,short
15m_previous_body_pct,1.49063,gte,327,570,27.83,18.35,15.44,84.56,0.2783,0.5084,0.3597,1.3945,8.3072,5.0209,3.1937,4.6583,2.809,55.96,1.8272,short
15m_previous_body_pct,1.788756,gte,268,629,29.85,19.03,15.74,84.26,0.2985,0.4469,0.3579,1.4959,8.3977,5.0581,3.3492,4.4182,3.0847,55.97,1.7089,short
15m_previous_body_pct,2.086882,gte,216,681,32.87,19.44,15.86,84.14,0.3287,0.3966,0.3595,1.6472,8.9689,5.0208,3.4915,4.5859,3.1333,56.02,1.5293,short
15m_previous_body_pct,2.385008,gte,168,729,35.71,19.64,16.32,83.68,0.3571,0.3352,0.3458,1.7897,9.3201,5.29,3.5302,4.8362,3.1713,58.33,1.7598,short
15m_previous_body_pct,2.683134,gte,141,756,37.59,21.99,16.67,83.33,0.3759,0.2961,0.3313,1.8836,8.5484,5.401,3.5723,5.055,3.19,56.03,1.8287,short
15m_previous_body_pct,2.98126,gte,120,777,40.83,18.33,16.73,83.27,0.4083,0.2737,0.3278,2.0462,11.085,5.8705,3.5492,5.7342,3.1355,59.17,2.3213,short
15m_previous_body_pct,3.279386,gte,109,788,43.12,17.43,16.75,83.25,0.4312,0.2626,0.3264,2.1608,12.2935,6.0916,3.5511,6.2789,3.0964,59.63,2.5405,short
15m_previous_body_pct,3.577512,gte,103,794,44.66,18.45,16.75,83.25,0.4466,0.257,0.3262,2.238,12.0324,5.98,3.5847,6.0546,3.1495,60.19,2.3953,short
15m_previous_body_pct,3.875638,gte,91,806,45.05,17.58,17.12,82.88,0.4505,0.2291,0.3037,2.2578,12.404,6.1731,3.5986,6.7271,3.1169,61.54,2.5745,short
15m_previous_body_pct,4.173764,gte,74,823,51.35,17.57,17.13,82.87,0.5135,0.2123,0.3004,2.5733,14.1386,6.9225,3.5844,7.716,3.1025,64.86,3.3381,short
15m_previous_body_pct,4.47189,gte,65,832,52.31,18.46,17.43,82.57,0.5231,0.1899,0.2787,2.6212,13.4241,6.9919,3.6151,8.2712,3.109,66.15,3.3768,short
15m_previous_body_pct,4.770016,gte,59,838,55.93,15.25,17.42,82.58,0.5593,0.1844,0.2773,2.8029,17.379,7.5541,3.5997,9.4504,3.063,69.49,3.9544,short
15m_previous_body_pct,5.068142,gte,52,845,55.77,17.31,17.75,82.25,0.5577,0.162,0.2511,2.7947,14.9296,7.5256,3.6342,9.7524,3.0973,69.23,3.8915,short
15m_previous_body_pct,5.366268,gte,43,854,55.81,20.93,18.15,81.85,0.5581,0.1341,0.2162,2.7969,12.0258,5.7231,3.766,8.5074,3.2301,65.12,1.9571,short
15m_previous_body_pct,5.664394,gte,37,860,56.76,21.62,18.37,81.63,0.5676,0.1173,0.1944,2.8442,11.663,5.2991,3.7979,8.806,3.2541,64.86,1.5012,short
15m_previous_body_pct,5.96252,gte,35,862,60.0,20.0,18.33,81.67,0.6,0.1173,0.1963,3.0067,13.3671,6.05,3.7709,9.6268,3.2337,68.57,2.2792,short
15m_previous_body_pct,6.260646,gte,25,872,52.0,20.0,19.04,80.96,0.52,0.0726,0.1275,2.6058,11.0578,4.6578,3.8369,8.361,3.3433,64.0,0.8209,short
15m_previous_body_pct,6.558772,gte,24,873,54.17,16.67,19.01,80.99,0.5417,0.0726,0.1281,2.7144,13.8419,5.1192,3.8252,8.5338,3.3443,66.67,1.294,short
15m_previous_body_pct,6.856898,gte,24,873,54.17,16.67,19.01,80.99,0.5417,0.0726,0.1281,2.7144,13.8419,5.1192,3.8252,8.5338,3.3443,66.67,1.294,short
15m_previous_body_pct,7.155024,gte,22,875,54.55,18.18,19.09,80.91,0.5455,0.067,0.1194,2.7334,12.7186,5.0821,3.8291,8.523,3.3564,68.18,1.253,short
15m_previous_body_pct,7.45315,gte,21,876,52.38,19.05,19.18,80.82,0.5238,0.0615,0.11,2.6249,11.5893,4.9414,3.8339,8.5536,3.3616,66.67,1.1076,short
15m_previous_body_pct,7.751276,gte,18,879,50.0,22.22,19.34,80.66,0.5,0.0503,0.0914,2.5056,9.3838,2.5427,3.8868,7.3285,3.4044,61.11,-1.3441,short
15m_previous_body_pct,8.049402,gte,14,883,57.14,21.43,19.37,80.63,0.5714,0.0447,0.0829,2.8635,11.1033,5.8983,3.8275,10.2249,3.3762,71.43,2.0709,short
15m_previous_body_pct,8.347528,gte,11,886,45.45,27.27,19.64,80.36,0.4545,0.0279,0.0526,2.2778,6.8199,3.917,3.8591,6.9472,3.4401,63.64,0.0579,short
15m_previous_body_pct,8.645654,gte,9,888,55.56,22.22,19.59,80.41,0.5556,0.0279,0.0532,2.784,10.2586,5.3234,3.845,8.8466,3.4288,66.67,1.4785,short
15m_previous_body_pct,8.94378,gte,9,888,55.56,22.22,19.59,80.41,0.5556,0.0279,0.0532,2.784,10.2586,5.3234,3.845,8.8466,3.4288,66.67,1.4785,short
15m_previous_body_pct,9.241906,gte,9,888,55.56,22.22,19.59,80.41,0.5556,0.0279,0.0532,2.784,10.2586,5.3234,3.845,8.8466,3.4288,66.67,1.4785,short
15m_previous_body_pct,9.540032,gte,9,888,55.56,22.22,19.59,80.41,0.5556,0.0279,0.0532,2.784,10.2586,5.3234,3.845,8.8466,3.4288,66.67,1.4785,short
15m_previous_body_pct,9.838158,gte,7,890,71.43,14.29,19.55,80.45,0.7143,0.0279,0.0538,3.5794,20.5747,9.5133,3.8153,14.2283,3.3986,85.71,5.6979,short
15m_previous_body_pct,10.136284,gte,7,890,71.43,14.29,19.55,80.45,0.7143,0.0279,0.0538,3.5794,20.5747,9.5133,3.8153,14.2283,3.3986,85.71,5.6979,short
15m_previous_body_pct,10.43441,gte,6,891,83.33,16.67,19.53,80.47,0.8333,0.0279,0.0541,4.176,20.6034,10.1066,3.8177,13.6003,3.415,83.33,6.2889,short
15m_previous_body_pct,10.732536,gte,5,892,80.0,20.0,19.62,80.38,0.8,0.0223,0.0435,4.0089,16.3886,10.0172,3.8253,15.8602,3.4137,80.0,6.1919,short
15m_previous_body_pct,11.030662,gte,5,892,80.0,20.0,19.62,80.38,0.8,0.0223,0.0435,4.0089,16.3886,10.0172,3.8253,15.8602,3.4137,80.0,6.1919,short
15m_previous_body_pct,11.328788,gte,4,893,100.0,0.0,19.6,80.4,1.0,0.0223,0.0437,5.0112,16.4114,13.5613,3.8163,21.6891,3.4016,100.0,9.745,short
15m_previous_body_pct,11.626914,gte,4,893,100.0,0.0,19.6,80.4,1.0,0.0223,0.0437,5.0112,16.4114,13.5613,3.8163,21.6891,3.4016,100.0,9.745,short
15m_previous_body_pct,11.92504,gte,3,894,100.0,0.0,19.69,80.31,1.0,0.0168,0.033,5.0112,12.2386,14.2502,3.8249,24.1395,3.4138,100.0,10.4253,short
15m_previous_body_pct,12.223166,gte,3,894,100.0,0.0,19.69,80.31,1.0,0.0168,0.033,5.0112,12.2386,14.2502,3.8249,24.1395,3.4138,100.0,10.4253,short
15m_previous_body_pct,12.521292,gte,3,894,100.0,0.0,19.69,80.31,1.0,0.0168,0.033,5.0112,12.2386,14.2502,3.8249,24.1395,3.4138,100.0,10.4253,short
15m_previous_body_pct,12.819418,gte,2,895,100.0,0.0,19.78,80.22,1.0,0.0112,0.0221,5.0112,8.113,12.5857,3.8403,11.9981,3.4641,100.0,8.7454,short
15m_previous_body_pct,13.117544,gte,2,895,100.0,0.0,19.78,80.22,1.0,0.0112,0.0221,5.0112,8.113,12.5857,3.8403,11.9981,3.4641,100.0,8.7454,short
15m_previous_body_pct,13.41567,gte,2,895,100.0,0.0,19.78,80.22,1.0,0.0112,0.0221,5.0112,8.113,12.5857,3.8403,11.9981,3.4641,100.0,8.7454,short
15m_previous_body_pct,13.713796,gte,2,895,100.0,0.0,19.78,80.22,1.0,0.0112,0.0221,5.0112,8.113,12.5857,3.8403,11.9981,3.4641,100.0,8.7454,short
15m_previous_body_pct,14.011922,gte,1,896,100.0,0.0,19.87,80.13,1.0,0.0056,0.0111,5.0112,4.0337,6.7696,3.8565,3.7876,3.4828,100.0,2.9131,short
15m_previous_body_pct,14.310048,gte,1,896,100.0,0.0,19.87,80.13,1.0,0.0056,0.0111,5.0112,4.0337,6.7696,3.8565,3.7876,3.4828,100.0,2.9131,short
15m_previous_body_pct,14.608174,gte,1,896,100.0,0.0,19.87,80.13,1.0,0.0056,0.0111,5.0112,4.0337,6.7696,3.8565,3.7876,3.4828,100.0,2.9131,short
15m_previous_body_pct,14.9063,gte,1,896,100.0,0.0,19.87,80.13,1.0,0.0056,0.0111,5.0112,4.0337,6.7696,3.8565,3.7876,3.4828,100.0,2.9131,short
15m_previous_body_pct,0.0,lte,7,890,14.29,14.29,20.0,80.0,0.1429,0.0056,0.0108,0.7159,4.0,3.7933,3.8603,2.8399,3.4882,57.14,-0.067,short
15m_previous_body_pct,0.298126,lte,155,742,12.26,19.35,21.56,78.44,0.1226,0.1061,0.1138,0.6143,2.3037,3.2285,3.9917,2.5671,3.6745,49.68,-0.7632,short
15m_previous_body_pct,0.596252,lte,293,604,14.33,17.75,22.68,77.32,0.1433,0.2346,0.178,0.7183,2.7532,3.342,4.111,2.7283,3.8493,48.81,-0.7689,short
15m_previous_body_pct,0.894378,lte,409,488,15.65,19.07,23.57,76.43,0.1565,0.3575,0.2177,0.7841,2.6613,3.2532,4.3682,2.6542,4.1779,48.66,-1.1149,short
15m_previous_body_pct,1.192504,lte,494,403,15.59,19.64,25.31,74.69,0.1559,0.4302,0.2288,0.7811,2.3425,3.219,4.6453,2.6593,4.493,48.18,-1.4262,short
15m_previous_body_pct,1.49063,lte,570,327,15.44,20.88,27.83,72.17,0.1544,0.4916,0.235,0.7737,1.9178,3.1937,5.0209,2.809,4.6583,47.89,-1.8272,short
15m_previous_body_pct,1.788756,lte,629,268,15.74,20.35,29.85,70.15,0.1574,0.5531,0.245,0.7887,1.8176,3.3492,5.0581,3.0847,4.4182,48.65,-1.7089,short
15m_previous_body_pct,2.086882,lte,681,216,15.86,20.12,32.87,67.13,0.1586,0.6034,0.2512,0.7947,1.61,3.4915,5.0208,3.1333,4.5859,49.19,-1.5293,short
15m_previous_body_pct,2.385008,lte,729,168,16.32,20.03,35.71,64.29,0.1632,0.6648,0.2621,0.818,1.4671,3.5302,5.29,3.1713,4.8362,49.11,-1.7598,short
15m_previous_body_pct,2.683134,lte,756,141,16.67,19.58,37.59,62.41,0.1667,0.7039,0.2695,0.8352,1.4136,3.5723,5.401,3.19,5.055,49.87,-1.8287,short
15m_previous_body_pct,2.98126,lte,777,120,16.73,20.21,40.83,59.17,0.1673,0.7263,0.272,0.8384,1.1998,3.5492,5.8705,3.1355,5.7342,49.55,-2.3213,short
15m_previous_body_pct,3.279386,lte,788,109,16.75,20.3,43.12,56.88,0.1675,0.7374,0.273,0.8394,1.0883,3.5511,6.0916,3.0964,6.2789,49.62,-2.5405,short
15m_previous_body_pct,3.577512,lte,794,103,16.75,20.15,44.66,55.34,0.1675,0.743,0.2734,0.8394,1.03,3.5847,5.98,3.1495,6.0546,49.62,-2.3953,short
15m_previous_body_pct,3.875638,lte,806,91,17.12,20.22,45.05,54.95,0.1712,0.7709,0.2802,0.858,1.0325,3.5986,6.1731,3.1169,6.7271,49.63,-2.5745,short
15m_previous_body_pct,4.173764,lte,823,74,17.13,20.17,51.35,48.65,0.1713,0.7877,0.2814,0.8585,0.8047,3.5844,6.9225,3.1025,7.716,49.57,-3.3381,short
15m_previous_body_pct,4.47189,lte,832,65,17.43,20.07,52.31,47.69,0.1743,0.8101,0.2868,0.8733,0.7917,3.6151,6.9919,3.109,8.2712,49.64,-3.3768,short
15m_previous_body_pct,4.770016,lte,838,59,17.42,20.29,55.93,44.07,0.1742,0.8156,0.2871,0.8731,0.6766,3.5997,7.5541,3.063,9.4504,49.52,-3.9544,short
15m_previous_body_pct,5.068142,lte,845,52,17.75,20.12,55.77,44.23,0.1775,0.838,0.293,0.8896,0.6998,3.6342,7.5256,3.0973,9.7524,49.7,-3.8915,short
15m_previous_body_pct,5.366268,lte,854,43,18.15,19.91,55.81,44.19,0.1815,0.8659,0.3001,0.9095,0.7218,3.766,5.7231,3.2301,8.5074,50.12,-1.9571,short
15m_previous_body_pct,5.664394,lte,860,37,18.37,19.88,56.76,43.24,0.1837,0.8827,0.3041,0.9207,0.704,3.7979,5.2991,3.2541,8.806,50.23,-1.5012,short
15m_previous_body_pct,5.96252,lte,862,35,18.33,19.95,60.0,40.0,0.1833,0.8827,0.3036,0.9185,0.6124,3.7709,6.05,3.2337,9.6268,50.12,-2.2792,short
15m_previous_body_pct,6.260646,lte,872,25,19.04,19.95,52.0,48.0,0.1904,0.9274,0.3159,0.954,0.8806,3.8369,4.6578,3.3433,8.361,50.46,-0.8209,short
15m_previous_body_pct,6.558772,lte,873,24,19.01,20.05,54.17,45.83,0.1901,0.9274,0.3156,0.9529,0.8026,3.8252,5.1192,3.3443,8.5338,50.4,-1.294,short
15m_previous_body_pct,6.856898,lte,873,24,19.01,20.05,54.17,45.83,0.1901,0.9274,0.3156,0.9529,0.8026,3.8252,5.1192,3.3443,8.5338,50.4,-1.294,short
15m_previous_body_pct,7.155024,lte,875,22,19.09,20.0,54.55,45.45,0.1909,0.933,0.3169,0.9564,0.7952,3.8291,5.0821,3.3564,8.523,50.4,-1.253,short
15m_previous_body_pct,7.45315,lte,876,21,19.18,19.98,52.38,47.62,0.1918,0.9385,0.3185,0.961,0.8727,3.8339,4.9414,3.3616,8.5536,50.46,-1.1076,short
15m_previous_body_pct,7.751276,lte,879,18,19.34,19.91,50.0,50.0,0.1934,0.9497,0.3214,0.9692,0.9714,3.8868,2.5427,3.4044,7.3285,50.63,1.3441,short
15m_previous_body_pct,8.049402,lte,883,14,19.37,19.93,57.14,42.86,0.1937,0.9553,0.322,0.9705,0.7287,3.8275,5.8983,3.3762,10.2249,50.51,-2.0709,short
15m_previous_body_pct,8.347528,lte,886,11,19.64,19.86,45.45,54.55,0.1964,0.9721,0.3268,0.9841,1.1864,3.8591,3.917,3.4401,6.9472,50.68,-0.0579,short
15m_previous_body_pct,8.645654,lte,888,9,19.59,19.93,55.56,44.44,0.1959,0.9721,0.3261,0.9819,0.7864,3.845,5.3234,3.4288,8.8466,50.68,-1.4785,short
15m_previous_body_pct,8.94378,lte,888,9,19.59,19.93,55.56,44.44,0.1959,0.9721,0.3261,0.9819,0.7864,3.845,5.3234,3.4288,8.8466,50.68,-1.4785,short
15m_previous_body_pct,9.241906,lte,888,9,19.59,19.93,55.56,44.44,0.1959,0.9721,0.3261,0.9819,0.7864,3.845,5.3234,3.4288,8.8466,50.68,-1.4785,short
15m_previous_body_pct,9.540032,lte,888,9,19.59,19.93,55.56,44.44,0.1959,0.9721,0.3261,0.9819,0.7864,3.845,5.3234,3.4288,8.8466,50.68,-1.4785,short
15m_previous_body_pct,9.838158,lte,890,7,19.55,20.0,71.43,28.57,0.1955,0.9721,0.3255,0.9797,0.391,3.8153,9.5133,3.3986,14.2283,50.56,-5.6979,short
15m_previous_body_pct,10.136284,lte,890,7,19.55,20.0,71.43,28.57,0.1955,0.9721,0.3255,0.9797,0.391,3.8153,9.5133,3.3986,14.2283,50.56,-5.6979,short
15m_previous_body_pct,10.43441,lte,891,6,19.53,19.98,83.33,16.67,0.1953,0.9721,0.3252,0.9786,0.1955,3.8177,10.1066,3.415,13.6003,50.62,-6.2889,short
15m_previous_body_pct,10.732536,lte,892,5,19.62,19.96,80.0,20.0,0.1962,0.9777,0.3268,0.9831,0.2458,3.8253,10.0172,3.4137,15.8602,50.67,-6.1919,short
15m_previous_body_pct,11.030662,lte,892,5,19.62,19.96,80.0,20.0,0.1962,0.9777,0.3268,0.9831,0.2458,3.8253,10.0172,3.4137,15.8602,50.67,-6.1919,short
15m_previous_body_pct,11.328788,lte,893,4,19.6,20.04,100.0,0.0,0.196,0.9777,0.3265,0.982,0.2444,3.8163,13.5613,3.4016,21.6891,50.62,-9.745,short
15m_previous_body_pct,11.626914,lte,893,4,19.6,20.04,100.0,0.0,0.196,0.9777,0.3265,0.982,0.2444,3.8163,13.5613,3.4016,21.6891,50.62,-9.745,short
15m_previous_body_pct,11.92504,lte,894,3,19.69,20.02,100.0,0.0,0.1969,0.9832,0.3281,0.9865,0.3277,3.8249,14.2502,3.4138,24.1395,50.67,-10.4253,short
15m_previous_body_pct,12.223166,lte,894,3,19.69,20.02,100.0,0.0,0.1969,0.9832,0.3281,0.9865,0.3277,3.8249,14.2502,3.4138,24.1395,50.67,-10.4253,short
15m_previous_body_pct,12.521292,lte,894,3,19.69,20.02,100.0,0.0,0.1969,0.9832,0.3281,0.9865,0.3277,3.8249,14.2502,3.4138,24.1395,50.67,-10.4253,short
15m_previous_body_pct,12.819418,lte,895,2,19.78,20.0,100.0,0.0,0.1978,0.9888,0.3296,0.991,0.4944,3.8403,12.5857,3.4641,11.9981,50.73,-8.7454,short
15m_previous_body_pct,13.117544,lte,895,2,19.78,20.0,100.0,0.0,0.1978,0.9888,0.3296,0.991,0.4944,3.8403,12.5857,3.4641,11.9981,50.73,-8.7454,short
15m_previous_body_pct,13.41567,lte,895,2,19.78,20.0,100.0,0.0,0.1978,0.9888,0.3296,0.991,0.4944,3.8403,12.5857,3.4641,11.9981,50.73,-8.7454,short
15m_previous_body_pct,13.713796,lte,895,2,19.78,20.0,100.0,0.0,0.1978,0.9888,0.3296,0.991,0.4944,3.8403,12.5857,3.4641,11.9981,50.73,-8.7454,short
15m_previous_body_pct,14.011922,lte,896,1,19.87,19.98,100.0,0.0,0.1987,0.9944,0.3312,0.9955,0.9944,3.8565,6.7696,3.4828,3.7876,50.78,-2.9131,short
15m_previous_body_pct,14.310048,lte,896,1,19.87,19.98,100.0,0.0,0.1987,0.9944,0.3312,0.9955,0.9944,3.8565,6.7696,3.4828,3.7876,50.78,-2.9131,short
15m_previous_body_pct,14.608174,lte,896,1,19.87,19.98,100.0,0.0,0.1987,0.9944,0.3312,0.9955,0.9944,3.8565,6.7696,3.4828,3.7876,50.78,-2.9131,short
15m_previous_body_pct,14.9063,lte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,3.8598,0.0,3.4831,0.0,50.84,3.8598,short
15m_previous_close_position,0.0,gte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,3.8598,0.0,3.4831,0.0,50.84,3.8598,short
15m_previous_close_position,0.02,gte,885,12,19.77,20.0,33.33,66.67,0.1977,0.9777,0.3289,0.9909,1.9774,3.8061,7.8217,3.403,9.3892,50.73,-4.0157,short
15m_previous_close_position,0.04,gte,878,19,19.59,19.82,36.84,63.16,0.1959,0.9609,0.3254,0.9817,1.6946,3.7898,7.0919,3.388,7.8796,50.68,-3.3021,short
15m_previous_close_position,0.06,gte,862,35,19.49,19.72,31.43,68.57,0.1949,0.9385,0.3228,0.9767,2.1561,3.8161,4.9354,3.3849,5.9022,50.81,-1.1192,short
15m_previous_close_position,0.08,gte,846,51,19.62,19.98,25.49,74.51,0.1962,0.9274,0.3239,0.9833,2.8712,3.8235,4.461,3.3715,5.3348,51.18,-0.6375,short
15m_previous_close_position,0.1,gte,829,68,20.02,20.02,19.12,80.88,0.2002,0.9274,0.3294,1.0034,4.2308,3.853,3.9431,3.4145,4.3193,51.51,-0.0902,short
15m_previous_close_position,0.12,gte,820,77,20.12,20.0,18.18,81.82,0.2012,0.9218,0.3303,1.0083,4.5274,3.8602,3.855,3.4204,4.1513,51.46,0.0053,short
15m_previous_close_position,0.14,gte,805,92,20.12,20.0,18.48,81.52,0.2012,0.905,0.3293,1.0085,4.4392,3.8704,3.7666,3.4111,4.1133,51.55,0.1038,short
15m_previous_close_position,0.16,gte,786,111,20.1,20.23,18.92,81.08,0.201,0.8827,0.3275,1.0073,4.2588,3.8368,4.0224,3.3733,4.2606,51.15,-0.1856,short
15m_previous_close_position,0.18,gte,769,128,20.03,20.29,19.53,80.47,0.2003,0.8603,0.3249,1.0035,4.0672,3.834,4.0148,3.3673,4.1787,50.98,-0.1808,short
15m_previous_close_position,0.2,gte,749,148,19.63,20.69,21.62,78.38,0.1963,0.8212,0.3168,0.9835,3.4379,3.7796,4.2655,3.3617,4.0976,50.47,-0.4859,short
15m_previous_close_position,0.22,gte,731,166,19.84,20.79,20.48,79.52,0.1984,0.8101,0.3187,0.994,3.7036,3.7652,4.2763,3.3349,4.136,50.48,-0.5111,short
15m_previous_close_position,0.24,gte,712,185,19.38,21.35,22.16,77.84,0.1938,0.7709,0.3098,0.9713,3.1887,3.6946,4.4957,3.2384,4.4249,50.14,-0.8011,short
15m_previous_close_position,0.26,gte,695,202,19.14,21.58,22.77,77.23,0.1914,0.743,0.3043,0.959,3.007,3.6251,4.6673,3.2038,4.444,49.64,-1.0423,short
15m_previous_close_position,0.28,gte,670,227,18.36,21.94,24.67,75.33,0.1836,0.6872,0.2898,0.92,2.555,3.5766,4.6957,3.1206,4.5532,49.25,-1.1191,short
15m_previous_close_position,0.3,gte,656,241,18.6,22.26,23.65,76.35,0.186,0.6816,0.2922,0.932,2.6974,3.5691,4.651,3.0898,4.5538,48.93,-1.0819,short
15m_previous_close_position,0.32,gte,643,254,18.66,22.24,23.23,76.77,0.1866,0.6704,0.292,0.9352,2.7735,3.5928,4.5357,3.075,4.5163,48.99,-0.9429,short
15m_previous_close_position,0.34,gte,629,268,18.76,21.78,22.76,77.24,0.1876,0.6592,0.2921,0.9401,2.9228,3.6505,4.3509,3.1335,4.3037,49.6,-0.7004,short
15m_previous_close_position,0.36,gte,612,285,19.12,21.57,21.75,78.25,0.1912,0.6536,0.2958,0.958,3.188,3.6754,4.2557,3.2231,4.0414,49.51,-0.5803,short
15m_previous_close_position,0.38,gte,600,297,19.17,21.67,21.55,78.45,0.1917,0.6425,0.2953,0.9605,3.2206,3.667,4.2493,3.2237,4.0072,49.0,-0.5824,short
15m_previous_close_position,0.4,gte,589,308,19.19,21.9,21.43,78.57,0.1919,0.6313,0.2943,0.9614,3.2119,3.6556,4.2502,3.2323,3.9627,48.9,-0.5946,short
15m_previous_close_position,0.42,gte,572,325,18.88,22.38,21.85,78.15,0.1888,0.6034,0.2876,0.9462,3.0185,3.6364,4.2529,3.143,4.0818,48.6,-0.6165,short
15m_previous_close_position,0.44,gte,551,346,19.06,22.14,21.39,78.61,0.1906,0.5866,0.2877,0.9549,3.1635,3.6455,4.201,3.1387,4.0315,48.46,-0.5555,short
15m_previous_close_position,0.46,gte,537,360,19.18,22.16,21.11,78.89,0.1918,0.5754,0.2877,0.9612,3.2344,3.6703,4.1424,3.1898,3.9207,48.42,-0.4721,short
15m_previous_close_position,0.48,gte,519,378,19.08,22.16,21.16,78.84,0.1908,0.5531,0.2837,0.9559,3.2067,3.6208,4.1879,3.2082,3.8605,47.98,-0.567,short
15m_previous_close_position,0.5,gte,504,393,18.45,22.42,21.88,78.12,0.1845,0.5196,0.2723,0.9247,2.938,3.5939,4.2008,3.2744,3.7509,47.82,-0.607,short
15m_previous_close_position,0.52,gte,480,417,18.33,22.5,21.82,78.18,0.1833,0.4916,0.2671,0.9187,2.919,3.5559,4.2095,3.2691,3.7295,48.12,-0.6536,short
15m_previous_close_position,0.54,gte,462,435,17.53,22.94,22.53,77.47,0.1753,0.4525,0.2527,0.8786,2.6277,3.4348,4.3111,3.1668,3.819,47.19,-0.8763,short
15m_previous_close_position,0.56,gte,450,447,17.33,23.11,22.6,77.4,0.1733,0.4358,0.248,0.8686,2.5693,3.4395,4.2829,3.1809,3.7874,46.44,-0.8434,short
15m_previous_close_position,0.58,gte,427,470,17.1,22.48,22.55,77.45,0.171,0.4078,0.2409,0.8567,2.6112,3.453,4.2294,3.2562,3.6893,46.6,-0.7764,short
15m_previous_close_position,0.6,gte,407,490,15.97,22.36,23.27,76.73,0.1597,0.3631,0.2218,0.8003,2.3559,3.3197,4.3084,3.1332,3.7738,45.95,-0.9886,short
15m_previous_close_position,0.62,gte,385,512,15.84,22.6,23.05,76.95,0.1584,0.3408,0.2163,0.794,2.3411,3.3158,4.2689,3.1393,3.7416,46.49,-0.9531,short
